0
0
False
0 8,8302550645686
1,44 9,92209729224517
1,45 8,53100440764565
1,46 7,36935655733559
1,47 -7,01850885871773
1,48 -8,74352021086291
1,49 -6,39355663368374
1,5 -2,10781101314734
1,51 5,47009555031548
1,52 -1,29106639749746
1,53 -9,65890617912664
1,54 -10,4281947143312
1,55 -4,95713159285157
1,56 3,41640522249454
1,57 6,3092346820014
1,58 -2,31328984808408
1,59 9,42824457188839
1,6 9,34404150729474
1,61 -6,57715045064533
1,62 -4,42696640178977
1,63 -5,13418623735214
1,64 1,00226423352288
1,65 1,29429482689157
1,66 -1,45503084824439
1,67 -4,97456891938257
1,68 0,912750787282316
1,69 4,64068175926255
1,7 7,56646473727246
1,71 -2,29953786517031
1,72 -0,176528993196591
1,73 9,33218063168278
1,74 8,99643862095444
1,75 7,56955841534932
1,76 -0,76827009188518
1,77 5,1307538567346
1,78 -7,68926458306484
1,79 2,88528916329448
1,8 -9,15295984114001
1,81 8,22116730742695
1,82 1,70255429432615
1,83 8,14023945883836
1,84 10,4130075278063
1,85 2,67772302538293
1,86 -9,11359890284626
1,87 -2,47719894787071
1,88 5,22703402309457
1,89 3,42012150311421
1,9 7,49172385659106
1,91 -4,36635702260744
1,92 3,54064927587255
1,93 -8,69491796788063
1,94 -1,34527163866362
1,95 -0,489134395015163
1,96 7,86683608145397
1,97 -8,55368699631583
1,98 -8,69428287879972
1,99 -2,46308642575728
2 -1,12305363322105
2,01 1,23301658780705
2,02 0,957649465108843
2,03 -2,49531105901457
2,04 -2,87113227984511
2,05 -8,69938423886593
2,06 -5,24248656557682
2,07 -1,71215814008913
2,08 -7,76423591117196
2,09 -6,90864224078964
2,1 6,9200495879227
2,11 9,39654247464884
2,12 5,10958837595513
2,13 3,91252989971033
2,14 9,49231530413728
2,15 10,2139852889787
2,16 2,6294063639396
2,17 -1,47629474973701
2,18 -4,43810265406935
2,19 9,43545031924887
2,2 1,51898464084872
2,21 10,1332771907374
2,22 0,709507966633969
2,23 8,58374037507922
2,24 8,2580690117626
2,25 3,04373287078901
2,26 3,27090397004806
2,27 -0,570501914206867
2,28 -0,231436818542695
2,29 -1,60531589291931
2,29999999999999 8,59363344300645
2,30999999999999 -1,32549198465824
2,31999999999999 2,91394584662543
2,32999999999999 3,68271275380155
2,33999999999999 -5,10076811237356
2,34999999999999 -1,29688751983597
2,35999999999999 -1,82757326677078
2,36999999999999 -6,71124375756816
2,37999999999999 -0,07953917240742
2,38999999999999 8,00330067556315
2,39999999999999 -3,19069951815117
2,40999999999999 1,48746832633178
2,41999999999999 -3,82407212778985
2,42999999999999 1,2245653547751
2,43999999999999 5,4089608242806
2,44999999999999 8,98607027285113
2,45999999999999 1,61314349052832
2,46999999999999 -9,2629717349287
2,47999999999999 -9,07634238312701
2,48999999999999 -0,648167838753198
2,49999999999999 7,97256814993414
2,50999999999999 0,45224172207988
2,51999999999999 4,9953267468424
2,52999999999999 -7,2186420891397
2,53999999999999 7,10903804428489
2,54999999999999 -0,147219912869369
2,55999999999999 -8,36558028771801
2,56999999999999 1,48500019914052
2,57999999999999 0,157729040133919
2,58999999999999 5,17624576045699
2,59999999999999 -0,86117711780487
2,60999999999999 6,43892645774096
2,61999999999999 9,63036978936466
2,62999999999999 4,95218909283845
2,63999999999999 -4,39116477268698
2,64999999999999 -0,643347336308157
2,65999999999999 -4,4062922628655
2,66999999999999 -9,66201326693531
2,67999999999999 -2,09559087682499
2,68999999999999 -0,321686064917636
2,69999999999999 0,93046966686036
2,70999999999999 -1,77045876738114
2,71999999999999 7,49213353378151
2,72999999999999 -1,55251441852139
2,73999999999999 3,71503872851115
2,74999999999999 9,14040520362805
2,75999999999999 4,86823820743837
2,76999999999998 8,57603150074998
2,77999999999998 -5,91611156031227
2,78999999999998 8,36290962780038
2,79999999999998 -7,66031953085042
2,80999999999998 1,62478481386564
2,81999999999998 -2,58506862019097
2,82999999999998 9,30764011129939
2,83999999999998 1,31120686625544
2,84999999999998 -0,76969918816254
2,85999999999998 2,78807217759045
2,86999999999998 1,04347702667424
2,87999999999998 5,66476361860758
2,88999999999998 5,9555606914049
2,89999999999998 -1,84039634302705
2,90999999999998 5,7965176229978
2,91999999999998 4,04193631118883
2,92999999999998 5,83530597802469
2,93999999999998 -0,02641311554307
2,94999999999998 -0,518715066783234
2,95999999999998 2,76818962787801
2,96999999999998 2,31484788846278
2,97999999999998 -3,27515896162881
2,98999999999998 -4,83678074832033
2,99999999999998 2,30345364482571
3,00999999999998 0,166265868374539
3,01999999999998 1,72173005298739
3,02999999999998 2,13425477289974
3,03999999999998 9,51025360349735
3,04999999999998 0,851916028226379
3,05999999999998 2,07099709938948
3,06999999999998 -2,5410699435271
3,07999999999998 -1,84257192853994
3,08999999999998 8,87774372956793
3,09999999999998 6,07545296858337
3,10999999999998 -5,83252067957888
3,11999999999998 -1,4879791296583
3,12999999999998 0,90591032342243
3,13999999999998 3,74767438241629
3,14999999999998 6,60514897744038
3,15999999999998 -0,066893831156984
3,16999999999998 9,41364078715637
3,17999999999998 -5,44992666250787
3,18999999999998 5,46944352656647
3,19999999999998 7,47767139721048
3,20999999999998 5,64113980157117
3,21999999999998 -4,2176859764318
3,22999999999998 3,05975752268122
3,23999999999997 -7,37019881279947
3,24999999999997 4,24506113477167
3,25999999999997 5,09871583052094
3,26999999999997 -7,25206135333408
3,27999999999997 7,58300980611259
3,28999999999997 -4,85533509379653
3,29999999999997 -4,53669331315906
3,30999999999997 -8,53750056991532
3,31999999999997 0,742101373489697
3,32999999999997 7,80976027911915
3,33999999999997 -3,05163490791422
3,34999999999997 1,26230551168615
3,35999999999997 -9,18805614803063
3,36999999999997 4,3715655160184
3,37999999999997 -9,29352460128705
3,38999999999997 -10,4498002728798
3,39999999999997 6,06839460135709
3,40999999999997 -3,77994878999153
3,41999999999997 -8,02486013589673
3,42999999999997 5,69592897992855
3,43999999999997 -9,22900136808958
3,44999999999997 -6,91878657253929
3,45999999999997 -3,80659433825301
3,46999999999997 -7,97308312132451
3,47999999999997 -9,0232793153007
3,48999999999997 2,25734681592564
3,49999999999997 -9,56293034473534
3,50999999999997 2,44343792981073
3,51999999999997 -1,32633654012043
3,52999999999997 0,346286402695611
3,53999999999997 -1,40536325644172
3,54999999999997 7,75322273216345
3,55999999999997 -4,50695726630277
3,56999999999997 7,77288161919526
3,57999999999997 0,415544494588121
3,58999999999997 -5,64369844038543
3,59999999999997 4,66231110679433
3,60999999999997 0,213969543632445
3,61999999999997 -1,03498864054881
3,62999999999997 -6,07832772383432
3,63999999999997 2,5053279538179
3,64999999999997 3,52204262960778
3,65999999999997 2,31628685604233
3,66999999999997 1,59135148213364
3,67999999999997 -4,95354567957224
3,68999999999997 -8,40574022036075
3,69999999999997 4,70409421636192
3,70999999999996 4,4526295619137
3,71999999999996 9,59627427935233
3,72999999999996 -5,91121550053713
3,73999999999996 8,30994001411847
3,74999999999996 2,14850929609292
3,75999999999996 2,75508884835699
3,76999999999996 -1,00470606527144
3,77999999999996 3,17964977987969
3,78999999999996 8,6376768486507
3,79999999999996 -1,03943561808423
3,80999999999996 2,16268984273456
3,81999999999996 -9,31969294894447
3,82999999999996 -5,78342810090416
3,83999999999996 -6,4033138581703
3,84999999999996 1,9087778461193
3,85999999999996 3,67772687911402
3,86999999999996 -8,51529593831502
3,87999999999996 -1,67598755535003
3,88999999999996 -1,89396874916877
3,89999999999996 -3,33964833292018
3,90999999999996 -7,8718288783168
3,91999999999996 -5,13506808967881
3,92999999999996 5,44106492798747
3,93999999999996 -4,20302227078527
3,94999999999996 -3,05466603138646
3,95999999999996 6,36413074164617
3,96999999999996 8,96437667704648
3,97999999999996 -5,71830806497846
3,98999999999996 -3,64193490680628
3,99999999999996 1,67583748050749
4,00999999999996 5,69314527052226
4,01999999999996 8,08957166733861
4,02999999999996 10,4933718159691
4,03999999999996 8,66434369065463
4,04999999999996 -2,90445079753995
4,05999999999996 3,95827456136931
4,06999999999996 -4,30400994849221
4,07999999999996 1,14745749768625
4,08999999999996 7,35723855837626
4,09999999999996 -3,91075500510245
4,10999999999996 5,60685991007777
4,11999999999996 -4,49585704957352
4,12999999999996 0,86895875704851
4,13999999999996 6,30484628880991
4,14999999999996 -6,40946782482913
4,15999999999996 -1,35724641631198
4,16999999999996 -6,34065143053354
4,17999999999996 9,21607704524709
4,18999999999996 -8,51434080121029
4,19999999999995 8,93322665960287
4,20999999999995 1,74047388526827
4,21999999999995 -7,64177185342524
4,22999999999995 5,84951198050564
4,23999999999995 5,82481700365034
4,24999999999995 3,66501398378782
4,25999999999995 -1,30339325949658
4,26999999999995 -6,93389973974404
4,27999999999995 7,18289586113724
4,28999999999995 2,25371495459384
4,29999999999995 4,87328944535565
4,30999999999995 4,6996032604014
4,31999999999995 -4,19550889138389
4,32999999999995 -4,06932640242313
4,33999999999995 -4,12725174076769
4,34999999999995 2,15851000050242
4,35999999999995 4,96222726430684
4,36999999999995 -8,72415385602252
4,37999999999995 -3,33888070066968
4,38999999999995 7,61202604845856
4,39999999999995 9,06159219565889
4,40999999999995 -0,907154281302879
4,41999999999995 -0,551642546892184
4,42999999999995 1,87788497518462
4,43999999999995 -6,89210263517523
4,44999999999995 0,162602867891157
4,45999999999995 7,53493928234563
4,46999999999995 5,08706426438158
4,47999999999995 10,2453277502885
4,48999999999995 -6,68264353484505
4,49999999999995 7,41367147603662
4,50999999999995 3,61589128129081
4,51999999999995 8,8394105427105
4,52999999999995 -6,29485617267705
4,53999999999995 -3,48425045730004
4,54999999999995 -9,15554529384987
4,55999999999995 2,42582623503859
4,56999999999995 -8,85084940205792
4,57999999999995 -6,44053609657029
4,58999999999995 -6,1115793840221
4,59999999999995 7,28785155286774
4,60999999999995 1,78106521020446
4,61999999999995 -2,39801671872034
4,62999999999995 -10,1973685478167
4,63999999999995 -8,4251619960703
4,64999999999995 0,298730623587056
4,65999999999995 0,693277690370758
4,66999999999994 8,66256024174051
4,67999999999994 -4,09488041329471
4,68999999999994 -6,76277280280361
4,69999999999994 -2,46260599824708
4,70999999999994 -1,74218365120057
4,71999999999994 6,08732016104503
4,72999999999994 -7,48703991412058
4,73999999999994 -8,48504208796009
4,74999999999994 0,749470031796659
4,75999999999994 -8,61697465875046
4,76999999999994 -0,610565937700946
4,77999999999994 3,63252370477176
4,78999999999994 -5,24869495533173
4,79999999999994 5,0389837923331
4,80999999999994 4,50043338521094
4,81999999999994 -6,09013839912359
4,82999999999994 4,97444830507319
4,83999999999994 3,95093436946631
4,84999999999994 -7,83151274684425
4,85999999999994 4,9513016266
4,86999999999994 -6,99154182781593
4,87999999999994 8,505835143966
4,88999999999994 -4,06261533800891
4,89999999999994 8,82359287635472
4,90999999999994 4,72216757745385
4,91999999999994 6,80729133165668
4,92999999999994 -6,31821040753669
4,93999999999994 -10,5849164134981
4,94999999999994 -3,81038210545447
4,95999999999994 -9,61822847167343
4,96999999999994 -1,4651830899846
4,97999999999994 -0,808043937835996
4,98999999999994 1,69805765032863
4,99999999999994 -9,64178573157051
5,00999999999994 7,96126794969603
5,01999999999994 0,0908335685853748
5,02999999999994 6,09898944218297
5,03999999999994 4,68905135231112
5,04999999999994 0,046764016128098
5,05999999999994 6,61766200913488
5,06999999999994 7,23535954571999
5,07999999999994 -8,71892317582808
5,08999999999994 4,67536860179219
5,09999999999994 10,3523382739895
5,10999999999994 -5,87451693635157
5,11999999999994 -3,37446401773878
5,12999999999994 -10,2809502323295
5,13999999999993 -2,05947408546429
5,14999999999993 -6,30347292325411
5,15999999999993 -3,03788549976304
5,16999999999993 1,53662606529737
5,17999999999993 -3,2573938083739
5,18999999999993 -9,50455833833514
5,19999999999993 4,45633808807615
5,20999999999993 -1,4042895727044
5,21999999999993 9,2478141886854
5,22999999999993 10,8768438338053
5,23999999999993 -4,49545478824921
5,24999999999993 3,92431751338999
5,25999999999993 2,56143412605184
5,26999999999993 3,51662147947262
5,27999999999993 -7,79101440953341
5,28999999999993 4,23645092660329
5,29999999999993 1,25880959438098
5,30999999999993 1,93731954032523
5,31999999999993 -8,89361088895584
5,32999999999993 -8,97464283446596
5,33999999999993 -6,69782011265213
5,34999999999993 5,96862475374798
5,35999999999993 -4,70130929226335
5,36999999999993 -3,10021875219545
5,37999999999993 -8,80571213832682
5,38999999999993 -7,00494055577068
5,39999999999993 -5,54008584689002
5,40999999999993 8,60685097178891
5,41999999999993 -7,18352776289696
5,42999999999993 -7,0606243689171
5,43999999999993 -5,50406270310748
5,44999999999993 5,58919890359538
5,45999999999993 -2,81425949571846
5,46999999999993 5,99715245489505
5,47999999999993 4,63215476701849
5,48999999999993 6,60764561866511
5,49999999999993 10,3164123051995
5,50999999999993 -0,045963645881703
5,51999999999993 -7,09690019250179
5,52999999999993 -2,19239669058997
5,53999999999993 6,15282845314357
5,54999999999993 2,653614730223
5,55999999999993 9,80256484991954
5,56999999999993 0,322900843670975
5,57999999999993 1,70533534132127
5,58999999999993 9,87582295001004
5,59999999999993 8,39643880118515
5,60999999999992 -5,80784857922686
5,61999999999992 4,13548504436449
5,62999999999992 -4,04446299352026
5,63999999999992 -5,69234988169768
5,64999999999992 -2,49587215524664
5,65999999999992 -8,07199513628682
5,66999999999992 -5,50893009216193
5,67999999999992 5,30595898943374
5,68999999999992 2,86081007169884
5,69999999999992 9,48672726010035
5,70999999999992 -8,82877765845848
5,71999999999992 -0,546772887464904
5,72999999999992 -7,34136436171213
5,73999999999992 4,92663639764399
5,74999999999992 6,73859800519615
5,75999999999992 -3,13185072091655
5,76999999999992 5,41732966649159
5,77999999999992 5,29179564780167
5,78999999999992 -1,1935647807557
5,79999999999992 -2,37231409978267
5,80999999999992 5,65319256026769
5,81999999999992 9,79335780136523
5,82999999999992 -3,30777091930742
5,83999999999992 5,02912753229292
5,84999999999992 -7,58431786864841
5,85999999999992 -1,85468937806409
5,86999999999992 2,20989489054502
5,87999999999992 -4,23636037871844
5,88999999999992 1,73767624801398
5,89999999999992 7,27497101291735
5,90999999999992 6,08668097497457
5,91999999999992 6,30553501757417
5,92999999999992 -7,57042617722777
5,93999999999992 -4,29026846584492
5,94999999999992 -8,62112617855207
5,95999999999992 -6,41752296366447
5,96999999999992 5,7720463415144
5,97999999999992 9,52283662386968
5,98999999999992 8,08092056324808
5,99999999999992 4,77010515099309
6,00999999999992 -8,19443829244544
6,01999999999992 -10,3977174234276
6,02999999999992 -9,33754639356924
6,03999999999992 6,01002924967588
6,04999999999992 10,0341010527691
6,05999999999992 9,58970035049431
6,06999999999992 -8,84664671989855
6,07999999999991 1,97185582285515
6,08999999999991 -9,67668066094367
6,09999999999991 -5,12362565974956
6,10999999999991 -6,70567392766096
6,11999999999991 3,92201428476041
6,12999999999991 -6,21200896903391
6,13999999999991 1,33704614068162
6,14999999999991 -8,34786284999365
6,15999999999991 -6,71031728968319
6,16999999999991 -1,66765512723721
6,17999999999991 0,0153183650959085
6,18999999999991 -7,19914112395836
6,19999999999991 8,44970631172654
6,20999999999991 0,627198882059073
6,21999999999991 9,8183391774456
6,22999999999991 -5,32262636949133
6,23999999999991 4,69674814769038
6,24999999999991 -5,68886280598333
6,25999999999991 -6,04320358514356
6,26999999999991 -2,06723580114822
6,27999999999991 6,03981519504168
6,28999999999991 4,45685368528695
6,29999999999991 2,2470300797697
6,30999999999991 0,00519384865995859
6,31999999999991 6,785402133731
6,32999999999991 8,2999659936645
6,33999999999991 5,1452391591623
6,34999999999991 -3,06698489824612
6,35999999999991 5,16199907460438
6,36999999999991 8,04201310402537
6,37999999999991 -0,426689278074201
6,38999999999991 5,88413756861476
6,39999999999991 -6,08510711023363
6,40999999999991 -1,89915154727463
6,41999999999991 9,34892817877895
6,42999999999991 -3,64859080666586
6,43999999999991 -4,04758920112557
6,44999999999991 2,8897558296894
6,45999999999991 -8,94442222087473
6,46999999999991 1,4066350954992
6,47999999999991 -0,0185632070202775
6,48999999999991 -5,05351470476236
6,49999999999991 7,17808020224001
6,50999999999991 6,15902107268363
6,51999999999991 -3,15238313267042
6,52999999999991 5,83106663691915
6,53999999999991 8,54212314043065
6,5499999999999 -4,96600284217507
6,5599999999999 -8,92366838100195
6,5699999999999 5,83381985495265
6,5799999999999 -2,94340345037073
6,5899999999999 2,8079811647481
6,5999999999999 5,18821354882152
6,6099999999999 0,568027042733428
6,6199999999999 -5,99535282583114
6,6299999999999 8,40411304647911
6,6399999999999 -0,834799649822281
6,6499999999999 5,98007160067959
6,6599999999999 -2,38018695048305
6,6699999999999 6,7331372021868
6,6799999999999 -0,246139237087122
6,6899999999999 -4,48485807196136
6,6999999999999 -4,39875083568694
6,7099999999999 -3,84121928481746
6,7199999999999 -10,1498547382739
6,7299999999999 3,24029190757006
6,7399999999999 9,79687709738416
6,7499999999999 1,43994897011206
6,7599999999999 0,387379814391208
6,7699999999999 4,37784089522257
6,7799999999999 7,81605392274534
6,7899999999999 -7,28389857288791
6,7999999999999 -7,65352967419749
6,8099999999999 1,45925241044835
6,8199999999999 8,84223651498116
6,8299999999999 2,18242081071495
6,8399999999999 6,38768257413803
6,8499999999999 6,99889991619518
6,8599999999999 -5,75133392775871
6,8699999999999 -9,93655559409706
6,8799999999999 8,66875374414295
6,8899999999999 1,00233309042828
6,8999999999999 -5,05420740833508
6,9099999999999 8,23709013054264
6,9199999999999 1,8763076454852
6,9299999999999 5,85441866628662
6,9399999999999 -8,39516706929587
6,9499999999999 2,43775673812403
6,9599999999999 -4,99470963233438
6,9699999999999 -9,96427595878924
6,9799999999999 6,09529973404752
6,9899999999999 0,863248287283954
6,9999999999999 -3,64096631091864
7,0099999999999 -6,56865033217064
7,01999999999989 -7,43633475832459
7,02999999999989 -6,44261604415001
7,03999999999989 8,25434504001548
7,04999999999989 1,91021037796656
7,05999999999989 5,39796690004843
7,06999999999989 2,51623406866862
7,07999999999989 6,9250804504259
7,08999999999989 -1,80873673859231
7,09999999999989 3,75552625254263
7,10999999999989 -2,39061838531362
7,11999999999989 9,1088550212984
7,12999999999989 -4,55039596857372
7,13999999999989 -0,427578270163506
7,14999999999989 -7,35994777253774
7,15999999999989 0,616899636661176
7,16999999999989 2,7113372743448
7,17999999999989 -6,89465843656983
7,18999999999989 1,27519154309144
7,19999999999989 2,6422946393492
7,20999999999989 -3,3525424452949
7,21999999999989 6,97349234915295
7,22999999999989 9,64243856159551
7,23999999999989 -8,34155957471519
7,24999999999989 -3,52693185733848
7,25999999999989 5,19336398058645
7,26999999999989 -4,9131843134716
7,27999999999989 2,74456788597482
7,28999999999989 -3,52996874982898
7,29999999999989 -4,65425030846248
7,30999999999989 -0,75723511791044
7,31999999999989 7,17165207206596
7,32999999999989 -2,15828327344952
7,33999999999989 5,44595884713964
7,34999999999989 9,82400976888404
7,35999999999989 -0,0135239201359691
7,36999999999989 4,39394145024028
7,37999999999989 2,83898465981038
7,38999999999989 -4,63143691491744
7,39999999999989 -9,30995789496214
7,40999999999989 0,64134291246178
7,41999999999989 -5,97074495363405
7,42999999999989 1,56657959182416
7,43999999999989 6,35571574879454
7,44999999999989 8,24730186806944
7,45999999999989 10,2193241983533
7,46999999999989 -2,46418747703017
7,47999999999989 -4,60709217265879
7,48999999999988 7,87587179233098
7,49999999999988 -7,28803378962823
7,50999999999988 1,38306400421171
7,51999999999988 7,83929356886968
7,52999999999988 -4,08900069993502
7,53999999999988 7,33004275884565
7,54999999999988 10,6224850454673
7,55999999999988 -2,45105179021449
7,56999999999988 -5,96966423080919
7,57999999999988 -6,99014556052373
7,58999999999988 0,892367988245064
7,59999999999988 5,62795550646922
7,60999999999988 1,20226212442894
7,61999999999988 8,86077727378469
7,62999999999988 1,36396030936397
7,63999999999988 -8,06359531921892
7,64999999999988 -6,57814951845584
7,65999999999988 -0,671361546270477
7,66999999999988 2,15622918585883
7,67999999999988 -0,907445726602269
7,68999999999988 0,657302869863557
7,69999999999988 3,74446523848934
7,70999999999988 7,33204709551001
7,71999999999988 -9,01673849455667
7,72999999999988 6,8478693674385
7,73999999999988 1,49625852696267
7,74999999999988 -8,90793736422168
7,75999999999988 -8,47268640077176
7,76999999999988 -5,70217613358229
7,77999999999988 -7,82418607629014
7,78999999999988 -7,69995233169374
7,79999999999988 -2,85736514458272
7,80999999999988 -1,25355945127247
7,81999999999988 8,80279676829828
7,82999999999988 5,77958498455495
7,83999999999988 -5,15084607110964
7,84999999999988 3,07179457623492
7,85999999999988 2,31438220211079
7,86999999999988 2,35174386089007
7,87999999999988 -0,379216923406259
7,88999999999988 5,73438471256118
7,89999999999988 3,36615265018742
7,90999999999988 -4,93475058021789
7,91999999999988 0,2949979216749
7,92999999999988 -9,1622922373436
7,93999999999988 -1,37028331227755
7,94999999999987 0,376690891519836
7,95999999999987 2,86945672976818
7,96999999999987 3,77418384611109
7,97999999999987 0,741063821953991
7,98999999999987 2,04495415834147
7,99999999999987 -2,17022769655098
8,00999999999987 -3,04579409859458
8,01999999999987 7,33236933846319
8,02999999999987 5,62451606636676
8,03999999999987 -4,77970233526945
8,04999999999987 -5,51119177404934
8,05999999999987 1,31069140987727
8,06999999999987 10,0825130925421
8,07999999999987 5,3238496622134
8,08999999999987 7,32889101197844
8,09999999999987 8,20426253513021
8,10999999999987 -7,83796654774308
8,11999999999987 -9,25438724363014
8,12999999999987 -10,4010841377411
8,13999999999987 -7,36135595806333
8,14999999999987 -4,22959395134742
8,15999999999987 1,28835446522175
8,16999999999987 -6,02991879986115
8,17999999999987 -4,39630472843548
8,18999999999987 -2,22650100634475
8,19999999999987 1,99835716834428
8,20999999999987 8,06598348173054
8,21999999999987 -6,35564500184581
8,22999999999987 2,46906044972546
8,23999999999987 8,20223930856503
8,24999999999987 -0,22967527240388
8,25999999999987 -3,85383993527601
8,26999999999987 9,05646483187582
8,27999999999987 -0,890756211375055
8,28999999999987 -9,79132325366628
8,29999999999987 -2,86848318290077
8,30999999999987 -1,35597915577393
8,31999999999987 4,64584915357461
8,32999999999987 1,23976867627948
8,33999999999987 5,58116625594835
8,34999999999987 -8,70048195687903
8,35999999999987 0,525180119175256
8,36999999999987 -5,91060840717739
8,37999999999987 -0,349601591086487
8,38999999999987 9,26945681184862
8,39999999999987 -7,34798572275146
8,40999999999987 1,32096022065782
8,41999999999986 7,93680330978559
8,42999999999986 3,3827829757262
8,43999999999986 8,63921126854206
8,44999999999986 2,31502810704161
8,45999999999986 -6,56927244567664
8,46999999999986 -0,392808851492886
8,47999999999986 7,09017462962884
8,48999999999986 -6,25157827003922
8,49999999999986 8,17724753538718
8,50999999999986 -0,191733359461757
8,51999999999986 -2,73862231436254
8,52999999999986 -8,12334626059217
8,53999999999986 8,9375058811081
8,54999999999986 0,652879710829573
8,55999999999986 -5,60124000783767
8,56999999999986 -6,02780020237116
8,57999999999986 6,33316584869084
8,58999999999986 6,34106184622334
8,59999999999986 9,43175705213555
8,60999999999986 3,36313746709234
8,61999999999986 2,08416039282621
8,62999999999986 4,22626202477058
8,63999999999986 -0,891516894231701
8,64999999999986 -1,54864741800694
8,65999999999986 -3,5947046122088
8,66999999999986 0,394755189001267
8,67999999999986 -4,89335928279837
8,68999999999986 -7,55198489009519
8,69999999999986 4,35611484058623
8,70999999999986 -1,88994823648997
8,71999999999986 3,41079168033643
8,72999999999986 -2,75665065137299
8,73999999999986 -3,78760419470218
8,74999999999986 -10,2135119434244
8,75999999999986 -10,9599107171661
8,76999999999986 -0,847337066483109
8,77999999999986 4,71895827229229
8,78999999999986 -3,02387788936569
8,79999999999986 -4,55151173581615
8,80999999999986 5,44985802530799
8,81999999999986 -7,14262088684391
8,82999999999986 -5,55006905024492
8,83999999999986 -9,05965989994436
8,84999999999986 8,2141412654719
8,85999999999986 -7,5282677325203
8,86999999999986 1,87810432505588
8,87999999999986 1,21315368626029
8,88999999999985 -4,18062436577233
8,89999999999985 5,98986695986953
8,90999999999985 -2,5381087875625
8,91999999999985 -3,15288316677913
8,92999999999985 4,21842567159908
8,93999999999985 -9,07139132939604
8,94999999999985 -1,60203229875471
8,95999999999985 -9,85229108305948
8,96999999999985 -7,19836780607411
8,97999999999985 -6,81659103915101
8,98999999999985 -0,921230404361889
